organism,contig_taxa
day7_DO_0_13C_cell_enriched_000000855902,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000856231,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000856312,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000856343,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000856410,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000858111,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000858495,NR_Chlorobium/Pelodictyon group
day7_DO_0_13C_cell_enriched_000000859351,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000860074,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000860789,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000862974,O_Synechococcales
day7_DO_0_13C_cell_enriched_000000862988,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000863756,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000863820,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000864246,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000864522,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000864905,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000865601,O_Synechococcales
day7_DO_0_13C_cell_enriched_000000865635,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000866955,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000868479,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000869996,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000871211,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000873477,CL_Terrabacteria group
day7_DO_0_13C_cell_enriched_000000875101,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000875332,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000875357,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000876439,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000877025,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000877048,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000877389,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000878387,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000879867,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000880211,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000881164,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000882324,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000884403,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000885942,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000886139,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000886529,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000887620,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000887824,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000887931,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000888645,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000888897,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000890028,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000890827,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000892459,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000893014,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000895939,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000896127,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000896198,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000896481,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000896585,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000898989,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000899069,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000900043,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000901226,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000901590,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000902274,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000902326,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000902327,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000902433,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000903439,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000904300,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000904767,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000904819,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000905232,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000906901,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000907046,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000907468,G_Prosthecochloris
day7_DO_0_13C_cell_enriched_000000908208,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000909009,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000909097,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000909114,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000910490,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000914366,S_Aliarcobacter cibarius
day7_DO_0_13C_cell_enriched_000000914615,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000915168,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000915288,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000916133,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000916382,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000917949,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000919215,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000919879,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000920179,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000922063,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000922547,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000922668,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000922891,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000923260,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000924800,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000925323,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000926803,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000926928,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000927796,S_Synechococcus sp. PROS-7-1
day7_DO_0_13C_cell_enriched_000000929188,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000929506,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000929833,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000933118,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000933605,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000934329,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000934994,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000935043,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000936493,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000937680,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000938645,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000939530,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000940686,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000941717,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000942508,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000943189,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000944082,NR_cellular organisms
day7_DO_0_13C_cell_enriched_000000944174,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000944701,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000944769,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000945281,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000947203,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000947696,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000947761,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000947820,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000947900,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000948230,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000949434,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000949527,S_Thiomicrorhabdus sp.
day7_DO_0_13C_cell_enriched_000000949588,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000950961,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000951235,SK_Bacteria
day7_DO_0_13C_cell_enriched_000000952158,S_Synechococcus sp. CBW1108
day7_DO_0_13C_cell_enriched_000000952824,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000953178,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000954836,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000956971,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000957692,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000958865,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000959453,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000961094,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000962030,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000962501,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000964805,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000966707,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000968875,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000970682,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000971617,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000975587,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000975771,G_Cutibacterium
day7_DO_0_13C_cell_enriched_000000976046,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000976535,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000978919,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000980166,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000980854,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000981469,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000981873,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000982671,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000982970,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000983068,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000984999,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000985699,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000986049,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000986702,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000988148,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000988585,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000988720,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000000988808,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000988879,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000988973,C_Bacilli
day7_DO_0_13C_cell_enriched_000000989707,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000000990034,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000990543,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000990810,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000991156,G_Prosthecochloris
day7_DO_0_13C_cell_enriched_000000992799,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000994219,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000996773,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000000997097,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000997133,O_Campylobacterales
day7_DO_0_13C_cell_enriched_000000997210,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000997443,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000000997759,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000000997942,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000000998026,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000000999827,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001001732,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001003258,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001003496,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001003767,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001004255,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001005289,SK_Bacteria
day7_DO_0_13C_cell_enriched_000001005322,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001006005,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001006479,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001007399,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001007737,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000001009234,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001009517,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001010325,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001011220,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001011579,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001014885,ST_Pelodictyon luteolum DSM 273
day7_DO_0_13C_cell_enriched_000001016748,NR_cellular organisms
day7_DO_0_13C_cell_enriched_000001018974,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001019255,O_Synechococcales
day7_DO_0_13C_cell_enriched_000001021047,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001021849,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001030018,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000001030416,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001031421,G_Prosthecochloris
day7_DO_0_13C_cell_enriched_000001031814,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000001031928,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001032351,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001032552,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001032822,SK_Bacteria
day7_DO_0_13C_cell_enriched_000001032935,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001034117,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001034155,S_Staphylococcus aureus
day7_DO_0_13C_cell_enriched_000001034412,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001035493,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001036070,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001037894,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001038604,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001039224,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001039496,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000001039667,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000001040127,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000001041010,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001042475,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001042786,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001042791,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001044100,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001044856,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001045933,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001046645,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001046886,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001049153,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001049411,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001049590,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000001049881,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001051087,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001052984,S_Aliarcobacter cibarius
day7_DO_0_13C_cell_enriched_000001053132,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001055146,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000001059056,S_Synechococcus sp. HK01-R
day7_DO_0_13C_cell_enriched_000001060301,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001060359,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001060685,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001061381,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001066545,SK_Bacteria
day7_DO_0_13C_cell_enriched_000001067226,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001068371,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001068594,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001069633,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001069921,S_Synechococcus sp. CBW1004
day7_DO_0_13C_cell_enriched_000001071533,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000001071597,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000001072959,S_Burkholderia contaminans
day7_DO_0_13C_cell_enriched_000001073561,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000001073800,SK_Bacteria
day7_DO_0_13C_cell_enriched_000001074132,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001074300,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001074383,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001074629,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000001074726,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001076338,S_Geobacter sulfurreducens
day7_DO_0_13C_cell_enriched_000001076653,C_Cyanophyceae
day7_DO_0_13C_cell_enriched_000001078693,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001078862,O_Desulfobulbales
day7_DO_0_13C_cell_enriched_000001079488,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001083457,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001084198,SK_Bacteria
day7_DO_0_13C_cell_enriched_000001088212,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001094299,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000001094496,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001095750,NR_cellular organisms
day7_DO_0_13C_cell_enriched_000001097957,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001100421,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001104975,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001105537,O_Synechococcales
day7_DO_0_13C_cell_enriched_000001106038,S_Cutibacterium acnes
day7_DO_0_13C_cell_enriched_000001107802,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000001109313,F_Chlorobiaceae
day7_DO_0_13C_cell_enriched_000001109826,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001110534,NR_unclassified Synechococcus
day7_DO_0_13C_cell_enriched_000001110935,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001112743,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000001113411,CL_Terrabacteria group
day7_DO_0_13C_cell_enriched_000001113777,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001113969,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_13C_cell_enriched_000001114186,S_Homo sapiens
day7_DO_0_13C_cell_enriched_000001114655,S_Chlorobium phaeovibrioides
day7_DO_0_13C_cell_enriched_000001114696,S_Synechococcus sp. WH 8101
day7_DO_0_13C_cell_enriched_000001114918,NR_unclassified Synechococcus
